customer_id,segment,region,acquisition_channel,signup_date,tenure_months,monthly_revenue_gbp,annual_revenue_gbp,credit_score,products_held,support_tickets_90d,digital_engagement_score,avg_payment_delay_days,estimated_clv_gbp,churned,churn_date
NX-02283,Business Line of Credit,North West,Direct,2023-02-28,7,507.43,6089.14,762,1,2,89.1,4.7,7281.6,0,
NX-02284,Personal Loan,Midlands,Organic Search,2023-08-12,9,194.86,2338.3,666,4,1,27.2,0.2,3546.43,0,
NX-02285,Personal Loan,East Anglia,Paid Ads,2023-09-06,14,210.43,2525.2,620,2,3,31.2,2.3,3387.98,0,
NX-02286,Personal Loan,South East,Organic Search,2023-08-28,1,234.1,2809.23,666,1,3,46.2,0.5,2785.82,0,
NX-02287,Mortgage Refinance,London,Referral,2024-01-09,14,330.26,3963.09,706,1,2,48.8,2.6,3120.93,0,
NX-02288,Personal Loan,North West,Organic Search,2024-01-24,13,137.82,1653.79,772,1,0,34.7,3.0,1591.77,0,
NX-02289,Business Line of Credit,London,Organic Search,2023-10-20,5,720.93,8651.12,644,1,3,52.8,0.6,10597.62,0,
NX-02290,Personal Loan,London,Paid Ads,2023-10-14,1,192.44,2309.24,771,4,1,11.2,0.0,67.35,1,2023-11-13
NX-02291,Auto Finance,North West,Organic Search,2023-07-23,1,152.66,1831.87,669,3,2,88.8,0.3,1442.6,0,
NX-02292,Personal Loan,East Anglia,Direct,2023-04-09,35,77.33,927.91,655,2,3,18.2,3.5,2219.24,0,
NX-02293,Personal Loan,London,Direct,2023-12-16,16,175.5,2106.01,722,2,0,33.3,1.4,2948.41,0,
NX-02294,Business Line of Credit,South East,Paid Ads,2023-06-25,1,352.01,4224.06,758,1,1,74.4,1.4,123.2,1,2023-07-25
NX-02295,Personal Loan,North West,Referral,2023-09-19,6,131.62,1579.41,710,1,2,29.1,3.5,276.4,1,2023-10-27
NX-02296,Personal Loan,East Anglia,Organic Search,2023-09-28,12,287.59,3451.06,602,1,1,36.0,2.1,2818.37,0,
NX-02297,Personal Loan,Midlands,Organic Search,2023-05-23,25,157.85,1894.24,698,1,1,48.1,3.0,3867.4,0,
NX-02298,Personal Loan,South East,Organic Search,2023-07-08,1,229.26,2751.1,799,1,3,23.5,7.6,2888.66,0,
NX-02299,Personal Loan,South East,Organic Search,2023-09-29,3,195.01,2340.09,554,2,4,57.6,2.1,204.76,1,2023-11-14
NX-02300,Personal Loan,North West,Paid Ads,2023-01-20,30,162.31,1947.68,700,1,3,22.6,3.0,2783.56,0,
NX-02301,Auto Finance,South East,Referral,2023-11-29,1,198.66,2383.94,664,4,2,40.0,3.1,1390.63,0,
NX-02302,Business Line of Credit,Midlands,Referral,2023-10-27,3,520.0,6240.0,628,1,0,83.8,2.3,3640.0,0,
NX-02303,Business Line of Credit,North West,Paid Ads,2024-03-01,44,115.23,1382.79,736,1,1,22.5,3.3,3266.85,0,
NX-02304,Personal Loan,London,Paid Ads,2023-02-15,13,232.24,2786.89,584,2,5,48.3,5.4,4714.49,0,
NX-02305,Mortgage Refinance,London,Direct,2023-04-05,4,542.69,6512.31,660,3,3,44.5,4.9,7977.58,0,
NX-02306,Business Line of Credit,London,Paid Ads,2024-02-22,1,500.41,6004.98,735,4,0,22.0,0.2,175.15,1,2024-03-23
NX-02307,Personal Loan,Midlands,Referral,2023-03-05,1,180.47,2165.59,728,2,0,51.6,9.1,1894.89,0,
NX-02308,Auto Finance,East Anglia,Organic Search,2024-02-17,3,191.25,2295.03,712,1,3,54.7,5.6,1071.01,0,
NX-02309,Personal Loan,North West,Organic Search,2023-05-11,29,204.09,2449.11,689,4,2,45.1,10.6,4643.11,0,
NX-02310,Personal Loan,London,Organic Search,2023-01-09,7,230.93,2771.21,673,4,1,39.1,0.6,2182.33,0,
NX-02311,Business Line of Credit,Midlands,Referral,2024-04-03,17,357.71,4292.53,654,4,3,40.2,2.3,5508.74,0,
NX-02312,Mortgage Refinance,Midlands,Organic Search,2023-07-22,35,618.61,7423.31,626,3,1,83.0,1.7,11042.17,0,
NX-02313,Business Line of Credit,Scotland,Organic Search,2024-02-13,7,458.55,5502.62,724,1,4,34.9,1.4,6901.2,0,
NX-02314,Auto Finance,Midlands,Referral,2024-04-14,2,326.04,3912.53,691,3,2,75.1,1.6,4108.16,0,
NX-02315,Mortgage Refinance,Midlands,Paid Ads,2023-10-25,10,391.07,4692.84,726,4,1,40.3,7.0,3421.86,0,
NX-02316,Personal Loan,Midlands,Organic Search,2023-06-23,33,256.93,3083.16,637,2,3,28.9,3.6,6744.41,0,
NX-02317,Personal Loan,Scotland,Partnership,2023-03-14,22,197.76,2373.14,635,3,1,11.4,1.2,3599.27,0,
NX-02318,Business Line of Credit,Wales,Paid Ads,2023-03-25,1,528.12,6337.47,707,2,1,9.3,1.4,3696.86,0,
NX-02319,Business Line of Credit,London,Referral,2023-02-28,16,369.54,4434.49,554,1,1,45.2,1.9,8148.37,0,
NX-02320,Business Line of Credit,Midlands,Partnership,2023-01-21,11,547.7,6572.37,540,2,2,40.2,1.4,7476.08,0,
NX-02321,Mortgage Refinance,East Anglia,Referral,2024-04-02,33,456.71,5480.5,735,3,1,26.6,0.7,7832.55,0,
NX-02322,Auto Finance,Scotland,Paid Ads,2024-02-10,1,218.66,2623.91,641,2,2,55.9,1.7,2372.46,0,
NX-02323,Auto Finance,London,Paid Ads,2023-06-06,10,431.75,5180.97,690,2,0,34.3,0.2,5591.13,0,
NX-02324,Personal Loan,Midlands,Organic Search,2023-11-15,29,50.0,600.0,700,2,2,12.3,5.8,892.5,0,
NX-02325,Mortgage Refinance,South East,Organic Search,2023-11-25,7,968.48,11621.8,736,1,1,10.9,5.2,6779.38,0,
NX-02326,Mortgage Refinance,London,Paid Ads,2023-03-02,9,625.26,7503.13,655,2,3,55.7,6.7,5471.03,0,
NX-02327,Mortgage Refinance,London,Organic Search,2023-03-05,1,472.78,5673.34,658,2,2,27.4,1.8,165.47,1,2023-04-04
NX-02328,Personal Loan,East Anglia,Organic Search,2023-11-21,4,199.56,2394.77,646,1,1,63.1,3.2,2235.12,0,
NX-02329,Auto Finance,Midlands,Direct,2023-06-17,5,346.19,4154.24,714,3,2,46.1,5.0,3756.12,0,
NX-02330,Personal Loan,East Anglia,Organic Search,2023-07-22,40,160.05,1920.64,716,4,0,38.4,1.1,4145.37,0,
NX-02331,Personal Loan,Wales,Paid Ads,2023-05-09,4,302.11,3625.37,750,1,1,19.8,3.0,3489.42,0,
NX-02332,Personal Loan,East Anglia,Organic Search,2023-09-02,8,268.53,3222.41,611,2,1,31.0,1.7,2067.71,0,
NX-02333,Auto Finance,North West,Paid Ads,2023-04-16,15,508.15,6097.75,802,2,2,57.4,1.4,10671.07,0,
NX-02334,Auto Finance,South East,Referral,2023-11-17,2,192.28,2307.42,662,2,2,64.9,5.9,2490.09,0,
NX-02335,Personal Loan,Midlands,Partnership,2023-05-02,9,192.92,2315.02,677,1,1,21.6,2.9,1485.47,0,
NX-02336,Business Line of Credit,London,Referral,2023-11-14,18,239.69,2876.26,688,2,2,53.8,2.9,4110.66,0,
NX-02337,Business Line of Credit,Midlands,Paid Ads,2023-07-01,28,278.11,3337.3,629,1,1,34.7,0.5,4574.89,0,
NX-02338,Business Line of Credit,East Anglia,Paid Ads,2023-04-13,13,377.59,4531.02,657,1,1,39.8,1.3,6872.05,0,
NX-02339,Personal Loan,Wales,Organic Search,2023-11-12,15,161.51,1938.11,760,1,1,43.0,5.5,1978.49,0,
NX-02340,Business Line of Credit,London,Referral,2023-10-29,1,468.09,5617.05,761,2,1,44.7,0.7,6880.89,0,
NX-02341,Auto Finance,London,Paid Ads,2023-09-18,40,281.15,3373.77,691,1,2,58.2,10.6,3936.06,1,2024-09-07
NX-02342,Personal Loan,Scotland,Partnership,2023-04-23,1,228.0,2735.98,737,1,0,38.3,5.3,2633.38,0,
NX-02343,Personal Loan,London,Referral,2024-02-10,20,199.13,2389.61,702,1,2,46.2,0.9,1393.94,1,2024-05-18
NX-02344,Business Line of Credit,East Anglia,Paid Ads,2024-04-18,4,634.18,7610.15,676,1,3,44.5,0.3,9322.44,0,
NX-02345,Mortgage Refinance,North West,Organic Search,2024-03-12,37,644.32,7731.85,638,1,2,34.6,0.6,16687.9,0,
NX-02346,Auto Finance,East Anglia,Organic Search,2023-03-11,17,195.68,2348.2,632,1,4,37.0,0.8,3424.46,0,
NX-02347,Auto Finance,Scotland,Organic Search,2023-06-09,19,278.36,3340.33,638,3,0,43.3,0.8,3604.77,0,
NX-02348,Business Line of Credit,Midlands,Referral,2023-08-28,3,409.86,4918.3,768,2,1,64.7,0.0,2582.11,0,
NX-02349,Business Line of Credit,London,Paid Ads,2023-01-11,8,477.19,5726.25,728,2,0,12.3,3.8,3674.34,0,
NX-02350,Personal Loan,London,Organic Search,2023-05-18,13,244.52,2934.2,759,2,1,24.9,11.3,4193.46,0,
NX-02351,Auto Finance,Midlands,Direct,2024-05-09,20,312.61,3751.3,701,4,3,61.1,1.0,5689.47,0,
NX-02352,Mortgage Refinance,London,Organic Search,2023-06-16,1,606.72,7280.69,631,2,3,26.6,0.0,7644.73,0,
NX-02353,Auto Finance,Scotland,Organic Search,2023-09-04,45,199.26,2391.14,713,1,2,5.5,7.5,3975.27,0,
NX-02354,Mortgage Refinance,London,Referral,2023-12-20,30,451.12,5413.44,749,4,1,24.9,0.7,7578.81,0,
NX-02355,Auto Finance,North West,Referral,2023-01-31,4,137.03,1644.36,715,1,1,9.5,0.0,1918.42,0,
NX-02356,Personal Loan,South East,Organic Search,2023-01-12,24,206.52,2478.2,607,4,1,38.1,0.8,2891.24,0,
NX-02357,Mortgage Refinance,East Anglia,Referral,2023-08-31,10,646.22,7754.7,598,2,4,74.3,0.3,7463.9,0,
NX-02358,Personal Loan,Wales,Organic Search,2023-04-18,8,100.86,1210.33,715,1,2,9.6,3.9,282.41,1,2023-10-23
NX-02359,Business Line of Credit,Midlands,Organic Search,2023-12-02,5,440.6,5287.18,662,3,3,51.4,0.0,5551.54,0,
NX-02360,Personal Loan,Scotland,Direct,2024-02-26,12,173.86,2086.36,697,1,0,61.8,1.7,2129.83,0,
NX-02361,Personal Loan,Midlands,Paid Ads,2023-11-19,18,281.31,3375.68,640,1,1,56.5,2.0,5612.06,0,
NX-02362,Business Line of Credit,Midlands,Direct,2023-07-13,7,303.73,3644.78,686,2,0,33.2,4.6,3933.33,0,
NX-02363,Personal Loan,East Anglia,Organic Search,2023-11-04,13,235.09,2821.07,619,2,0,53.8,2.2,2550.72,0,
NX-02364,Business Line of Credit,Midlands,Direct,2023-05-13,16,568.6,6823.19,693,1,1,33.5,0.4,6169.3,0,
NX-02365,Business Line of Credit,East Anglia,Paid Ads,2024-01-30,17,394.66,4735.88,720,2,3,46.1,1.7,7044.62,0,
NX-02366,Personal Loan,North West,Organic Search,2023-10-08,1,197.55,2370.6,723,3,1,47.9,8.2,2834.84,0,
NX-02367,Personal Loan,East Anglia,Organic Search,2023-10-18,27,244.65,2935.77,608,1,3,30.3,0.8,6250.74,0,
NX-02368,Business Line of Credit,Midlands,Organic Search,2023-06-12,8,277.06,3324.78,705,2,5,85.2,1.1,3394.04,0,
NX-02369,Personal Loan,Wales,Referral,2023-10-05,4,154.37,1852.45,647,4,3,80.4,6.2,1782.98,0,
NX-02370,Auto Finance,London,Organic Search,2024-02-25,3,304.9,3658.79,763,4,0,38.6,4.6,320.14,1,2024-05-07
NX-02371,Auto Finance,Midlands,Organic Search,2024-04-14,9,455.12,5461.46,732,1,2,21.8,1.1,8920.39,0,
NX-02372,Mortgage Refinance,East Anglia,Referral,2024-03-14,30,460.03,5520.41,681,3,4,58.7,3.7,8372.63,0,
NX-02373,Auto Finance,London,Paid Ads,2023-07-22,6,268.51,3222.09,800,3,1,20.3,0.3,3759.11,0,
NX-02374,Business Line of Credit,East Anglia,Paid Ads,2023-04-06,19,621.12,7453.46,639,3,1,39.9,2.3,11521.8,0,
NX-02375,Auto Finance,London,Organic Search,2024-04-27,1,343.04,4116.46,676,1,0,60.9,6.1,120.06,1,2024-05-27
NX-02376,Personal Loan,East Anglia,Organic Search,2023-08-11,9,310.95,3731.43,709,1,3,35.6,5.5,2503.17,0,
NX-02377,Personal Loan,South East,Organic Search,2023-08-25,60,245.59,2947.14,791,1,1,46.3,0.7,7822.19,0,
NX-02378,Auto Finance,Scotland,Paid Ads,2023-04-27,20,278.32,3339.83,760,1,5,59.5,2.3,5260.24,0,
NX-02379,Business Line of Credit,London,Paid Ads,2024-03-31,3,382.53,4590.32,724,1,1,27.5,1.5,6560.33,0,
NX-02380,Auto Finance,South East,Direct,2023-07-11,9,224.03,2688.39,631,3,1,70.9,2.5,4155.8,0,
NX-02381,Mortgage Refinance,Midlands,Partnership,2023-10-03,3,324.25,3890.96,631,1,1,43.9,0.2,1815.78,0,
NX-02382,Mortgage Refinance,London,Partnership,2023-04-16,7,571.12,6853.47,718,3,0,69.4,11.9,8395.5,0,
NX-02383,Mortgage Refinance,Scotland,Paid Ads,2024-04-26,21,614.04,7368.5,611,1,1,54.1,2.5,10960.64,0,
NX-02384,Business Line of Credit,Midlands,Direct,2023-01-04,20,517.16,6205.95,697,2,2,44.6,0.4,10136.38,0,
NX-02385,Personal Loan,East Anglia,Organic Search,2023-01-18,3,172.59,2071.1,724,1,2,27.0,3.1,1147.73,0,
NX-02386,Business Line of Credit,North West,Organic Search,2023-11-03,35,670.91,8050.98,598,2,1,19.8,0.0,13149.93,0,
NX-02387,Business Line of Credit,Scotland,Referral,2024-03-27,12,243.4,2920.83,715,2,1,34.9,0.0,4429.92,0,
NX-02388,Auto Finance,London,Paid Ads,2023-01-20,6,172.27,2067.2,729,2,2,22.0,0.6,1507.33,0,
NX-02389,Auto Finance,London,Referral,2023-05-02,9,224.43,2693.16,660,1,1,41.3,0.9,2984.92,0,
NX-02390,Auto Finance,North West,Paid Ads,2023-05-17,13,290.48,3485.72,671,1,2,85.8,0.9,5388.34,0,
NX-02391,Business Line of Credit,East Anglia,Paid Ads,2023-03-21,11,277.37,3328.5,581,2,1,15.5,1.8,1067.89,1,2023-10-10
NX-02392,Personal Loan,South East,Partnership,2023-06-03,9,260.82,3129.8,673,1,4,17.9,2.2,821.57,1,2023-11-10
NX-02393,Business Line of Credit,London,Partnership,2023-12-24,9,323.93,3887.21,596,1,1,30.6,1.6,2380.92,0,
NX-02394,Personal Loan,South East,Organic Search,2023-01-25,2,124.95,1499.37,642,1,1,70.6,1.4,1355.68,0,
NX-02395,Mortgage Refinance,Midlands,Referral,2024-03-27,23,678.26,8139.14,657,3,2,17.9,3.3,11869.58,0,
NX-02396,Personal Loan,Scotland,Paid Ads,2023-06-18,10,192.45,2309.35,616,2,1,40.9,0.9,3031.03,0,
NX-02397,Personal Loan,Scotland,Referral,2023-02-28,1,227.08,2724.98,611,1,1,48.5,3.0,79.48,1,2023-03-30
NX-02398,Personal Loan,London,Organic Search,2023-10-28,20,177.14,2125.73,614,1,3,69.2,9.4,1240.01,1,2024-08-26
NX-02399,Auto Finance,Scotland,Referral,2023-02-10,37,311.74,3740.88,747,1,1,37.3,1.9,9056.05,0,
NX-02400,Auto Finance,London,Paid Ads,2023-02-07,41,175.32,2103.79,676,1,2,96.0,2.1,4724.77,0,
NX-02401,Personal Loan,East Anglia,Referral,2023-04-27,6,171.13,2053.56,749,3,3,30.0,3.9,2096.34,0,
NX-02402,Personal Loan,South East,Organic Search,2023-10-02,2,117.12,1405.4,657,4,2,29.2,2.1,737.83,0,
NX-02403,Business Line of Credit,Midlands,Organic Search,2023-09-27,10,674.07,8088.85,658,1,0,54.5,0.5,7549.59,0,
NX-02404,Personal Loan,North West,Paid Ads,2023-05-07,1,257.57,3090.83,656,2,1,64.6,2.8,4237.01,0,
NX-02405,Auto Finance,London,Partnership,2024-02-09,38,237.69,2852.23,515,2,3,82.7,2.1,4908.22,0,
NX-02406,Auto Finance,Midlands,Direct,2024-02-03,2,273.4,3280.75,707,2,2,10.8,9.1,191.38,1,2024-03-26
NX-02407,Business Line of Credit,London,Referral,2023-01-03,4,399.15,4789.75,674,1,2,37.8,0.3,5308.64,0,
NX-02408,Personal Loan,North West,Paid Ads,2023-10-20,7,309.24,3710.85,682,2,2,37.7,2.3,4545.79,0,
NX-02409,Mortgage Refinance,London,Organic Search,2024-01-08,6,579.46,6953.52,564,1,3,24.4,2.9,9937.73,0,
NX-02410,Business Line of Credit,North West,Direct,2024-05-12,22,364.38,4372.53,678,2,0,43.1,2.9,8417.11,0,
NX-02411,Auto Finance,North West,Organic Search,2024-03-05,8,301.73,3620.82,655,1,3,19.0,0.2,2851.39,0,
NX-02412,Personal Loan,Wales,Paid Ads,2023-01-16,2,87.78,1053.37,686,3,3,60.2,1.2,61.45,1,2023-03-01
NX-02413,Business Line of Credit,East Anglia,Paid Ads,2024-02-02,4,410.42,4925.07,675,3,1,50.1,0.9,6751.45,0,
NX-02414,Personal Loan,Midlands,Organic Search,2023-09-22,9,115.15,1381.76,653,1,4,72.6,3.4,2055.36,0,
NX-02415,Business Line of Credit,London,Direct,2023-08-27,2,179.8,2157.64,710,1,3,25.4,4.0,125.86,1,2023-10-14
NX-02416,Mortgage Refinance,North West,Partnership,2023-09-20,13,817.99,9815.83,736,2,2,49.8,0.7,10879.22,0,
NX-02417,Business Line of Credit,London,Organic Search,2024-02-02,11,416.49,4997.89,657,4,2,29.4,5.2,5247.79,0,
NX-02418,Personal Loan,Scotland,Direct,2023-05-14,17,133.7,1604.46,600,3,2,80.9,2.0,1918.66,0,
NX-02419,Personal Loan,London,Paid Ads,2023-08-01,38,78.17,938.03,603,1,2,51.4,0.9,2188.74,0,
NX-02420,Business Line of Credit,Scotland,Organic Search,2023-01-15,34,391.25,4695.06,703,1,2,56.7,1.1,8627.17,0,
NX-02421,Personal Loan,South East,Referral,2024-03-11,40,171.05,2052.59,751,4,1,61.9,0.9,4250.58,0,
NX-02422,Personal Loan,South East,Partnership,2023-11-24,3,225.9,2710.84,580,2,1,65.5,2.8,3004.51,0,
NX-02423,Auto Finance,London,Partnership,2024-02-22,1,213.69,2564.32,624,1,4,26.5,2.2,2094.19,0,
NX-02424,Business Line of Credit,Midlands,Referral,2023-12-26,5,350.61,4207.34,661,3,1,17.7,8.4,3313.28,0,
NX-02425,Personal Loan,South East,Paid Ads,2023-05-09,31,124.52,1494.29,567,1,1,36.0,1.0,2789.35,0,
NX-02426,Mortgage Refinance,London,Organic Search,2023-12-18,50,487.29,5847.51,674,2,1,78.2,1.2,16543.58,0,
NX-02427,Personal Loan,South East,Referral,2023-05-02,27,60.42,725.04,699,2,4,37.0,0.0,1141.94,0,
NX-02428,Mortgage Refinance,East Anglia,Referral,2023-08-29,1,399.37,4792.44,706,3,4,49.0,1.1,2096.69,0,
NX-02429,Personal Loan,London,Organic Search,2023-04-25,41,217.78,2613.4,658,1,1,27.4,0.9,5030.79,0,
NX-02430,Mortgage Refinance,Midlands,Organic Search,2023-07-16,7,336.18,4034.2,660,1,3,58.9,1.5,6236.2,0,
NX-02431,Auto Finance,North West,Paid Ads,2023-08-10,1,369.96,4439.53,623,3,2,25.4,2.1,4014.07,0,
NX-02432,Mortgage Refinance,Midlands,Direct,2023-08-02,8,651.0,7812.05,582,3,2,66.3,3.3,6835.54,0,
NX-02433,Mortgage Refinance,South East,Referral,2024-02-08,1,663.55,7962.64,669,1,3,48.0,0.6,10683.21,0,
NX-02434,Personal Loan,North West,Organic Search,2023-03-21,10,179.73,2156.74,702,1,1,17.6,2.4,2201.68,0,
NX-02435,Mortgage Refinance,Scotland,Paid Ads,2023-09-20,5,505.84,6070.08,680,1,5,56.2,3.9,3186.79,0,
NX-02436,Business Line of Credit,North West,Organic Search,2023-05-15,8,461.55,5538.59,740,2,1,62.6,0.8,5330.89,0,
NX-02437,Business Line of Credit,South East,Organic Search,2023-11-02,13,591.63,7099.62,698,1,6,43.5,1.3,10353.61,0,
NX-02438,Personal Loan,South East,Paid Ads,2023-08-30,28,253.76,3045.08,716,1,2,65.1,0.7,4618.37,0,
NX-02439,Business Line of Credit,North West,Organic Search,2024-01-21,15,203.91,2446.91,689,2,0,42.1,0.4,3211.57,0,
NX-02440,Personal Loan,North West,Partnership,2023-10-30,7,127.54,1530.5,782,4,3,44.1,4.2,1428.47,0,
NX-02441,Business Line of Credit,South East,Direct,2023-09-27,23,282.99,3395.85,653,4,3,69.4,0.8,5843.7,0,
NX-02442,Business Line of Credit,Wales,Direct,2023-10-14,33,514.48,6173.77,717,1,3,76.9,1.4,9903.75,0,
NX-02443,Auto Finance,East Anglia,Direct,2023-02-19,1,235.66,2827.89,693,2,3,25.5,0.9,3876.56,0,
NX-02444,Mortgage Refinance,London,Referral,2023-07-08,10,489.49,5873.9,720,1,1,16.8,0.1,9422.71,0,
NX-02445,Business Line of Credit,Midlands,Organic Search,2023-10-24,4,642.03,7704.4,698,1,2,36.7,3.9,4269.52,0,
NX-02446,Personal Loan,London,Paid Ads,2023-01-14,1,247.25,2967.03,677,2,2,18.8,3.1,3894.23,0,
NX-02447,Personal Loan,North West,Organic Search,2024-01-24,15,262.57,3150.86,700,3,1,13.8,1.9,3308.41,0,
NX-02448,Personal Loan,South East,Paid Ads,2024-04-03,27,136.98,1643.79,707,3,1,77.6,3.4,2924.58,0,
NX-02449,Personal Loan,London,Paid Ads,2023-08-20,2,50.0,600.0,714,4,3,33.7,5.6,367.5,0,
NX-02450,Personal Loan,South East,Paid Ads,2023-09-18,23,156.27,1875.22,760,4,3,72.3,2.9,2515.92,0,
NX-02451,Personal Loan,London,Referral,2023-07-11,26,93.6,1123.24,690,1,0,25.1,7.1,1801.86,0,
NX-02452,Mortgage Refinance,London,Organic Search,2024-02-17,34,228.39,2740.71,619,4,2,41.9,0.7,3837.0,0,
NX-02453,Business Line of Credit,North West,Paid Ads,2023-07-22,4,566.73,6800.73,689,1,2,19.1,6.4,793.42,1,2023-10-21
NX-02454,Personal Loan,Scotland,Partnership,2023-09-18,32,126.49,1517.87,655,3,0,40.5,2.3,2833.36,0,
NX-02455,Business Line of Credit,Midlands,Organic Search,2023-04-23,5,315.15,3781.76,654,2,4,51.2,5.5,2757.54,0,
NX-02456,Personal Loan,Midlands,Referral,2024-01-09,11,158.05,1896.65,662,2,3,24.5,4.1,2765.95,0,
NX-02457,Business Line of Credit,South East,Referral,2023-12-18,1,634.04,7608.53,630,1,2,45.9,0.2,5991.72,0,
NX-02458,Auto Finance,North West,Paid Ads,2023-02-05,1,277.07,3324.85,548,1,0,60.2,5.5,3782.02,0,
NX-02459,Business Line of Credit,London,Organic Search,2023-03-20,17,543.71,6524.48,761,2,0,68.6,1.2,6089.51,0,
NX-02460,Business Line of Credit,East Anglia,Direct,2023-10-02,8,379.01,4548.06,653,4,3,36.7,1.7,5969.33,0,
NX-02461,Mortgage Refinance,South East,Referral,2024-03-23,4,282.93,3395.17,585,1,0,51.5,0.0,1683.44,0,
NX-02462,Mortgage Refinance,Wales,Referral,2023-10-05,2,341.52,4098.3,689,1,1,14.7,4.3,4064.14,0,
NX-02463,Auto Finance,Midlands,Partnership,2023-06-11,15,289.7,3476.36,713,1,2,28.4,1.9,4461.33,0,
NX-02464,Business Line of Credit,North West,Organic Search,2023-11-08,1,433.99,5207.91,670,1,2,9.9,8.4,2126.56,0,
NX-02465,Auto Finance,North West,Paid Ads,2023-01-17,22,333.42,4001.0,609,1,0,55.4,1.0,4667.84,0,
NX-02466,Personal Loan,South East,Referral,2023-07-23,1,212.59,2551.05,602,1,3,82.0,2.1,2380.98,0,
NX-02467,Business Line of Credit,Midlands,Direct,2024-04-17,2,537.02,6444.25,805,1,2,49.3,1.6,5450.76,0,
NX-02468,Personal Loan,East Anglia,Organic Search,2024-03-15,6,133.85,1606.21,602,4,3,40.0,4.7,1452.28,0,
NX-02469,Business Line of Credit,Scotland,Referral,2023-01-17,9,657.54,7890.46,590,3,3,40.5,2.3,11967.2,0,
NX-02470,Business Line of Credit,South East,Partnership,2023-07-21,6,669.44,8033.26,663,1,2,50.6,1.8,7497.71,0,
NX-02471,Personal Loan,North West,Direct,2024-04-20,5,148.77,1785.21,725,4,2,29.6,8.8,260.34,1,2024-06-02
NX-02472,Mortgage Refinance,North West,Paid Ads,2023-07-29,46,400.91,4810.95,771,1,1,46.0,1.4,8980.43,0,
NX-02473,Mortgage Refinance,South East,Direct,2024-05-13,14,252.28,3027.34,668,3,2,38.6,2.0,4326.58,0,
NX-02474,Auto Finance,Wales,Direct,2024-02-06,1,303.67,3644.05,667,2,1,15.8,2.4,3082.26,0,
NX-02475,Business Line of Credit,Midlands,Referral,2024-03-04,7,478.82,5745.8,609,1,2,58.2,0.2,1173.1,1,2024-06-24
NX-02476,Mortgage Refinance,Midlands,Referral,2024-04-24,29,433.1,5197.21,739,1,1,24.0,2.2,4395.97,1,2025-08-11
NX-02477,Personal Loan,North West,Paid Ads,2023-03-19,5,196.97,2363.59,676,4,1,62.7,1.2,1171.95,0,
NX-02478,Auto Finance,London,Organic Search,2023-02-25,1,178.97,2147.7,677,1,1,32.8,3.2,62.64,1,2023-03-27
NX-02479,Personal Loan,Midlands,Referral,2023-03-21,19,238.06,2856.73,703,1,4,6.2,3.1,4999.27,0,
NX-02480,Auto Finance,London,Organic Search,2023-11-02,13,247.52,2970.26,696,4,0,47.1,3.7,2425.71,0,
NX-02481,Personal Loan,London,Direct,2023-02-27,11,197.33,2367.91,672,1,2,31.8,1.5,1864.73,0,
NX-02482,Mortgage Refinance,London,Partnership,2023-01-18,1,551.52,6618.28,752,2,4,71.5,0.3,193.03,1,2023-02-17
NX-02483,Mortgage Refinance,Midlands,Organic Search,2023-07-27,2,225.93,2711.2,591,4,0,48.4,1.7,2609.53,0,
NX-02484,Personal Loan,South East,Referral,2024-04-09,13,230.04,2760.5,691,4,1,21.3,2.4,3542.65,0,
NX-02485,Business Line of Credit,London,Organic Search,2023-05-15,3,318.02,3816.27,702,4,1,21.5,0.1,3450.54,0,
NX-02486,Mortgage Refinance,London,Paid Ads,2023-11-28,9,550.38,6604.51,657,2,0,43.9,2.4,5586.31,0,
NX-02487,Business Line of Credit,North West,Referral,2024-04-26,11,236.72,2840.59,713,1,1,70.0,1.5,4473.92,0,
NX-02488,Mortgage Refinance,Wales,Paid Ads,2023-01-10,4,448.09,5377.12,716,3,3,18.1,2.0,5959.64,0,
NX-02489,Business Line of Credit,South East,Partnership,2023-03-10,41,467.22,5606.67,741,3,0,10.1,1.1,11774.0,0,
NX-02490,Business Line of Credit,Midlands,Partnership,2023-12-07,25,279.69,3356.29,673,2,2,24.3,2.0,4405.13,0,
NX-02491,Personal Loan,Scotland,Referral,2024-01-22,17,118.53,1422.34,668,3,2,41.0,6.4,2240.19,0,
NX-02492,Personal Loan,North West,Referral,2023-03-24,1,187.5,2250.05,709,4,2,33.1,4.7,1903.17,0,
NX-02493,Auto Finance,London,Organic Search,2023-04-19,1,276.6,3319.19,669,2,1,20.6,2.9,3097.91,0,
NX-02494,Business Line of Credit,Scotland,Paid Ads,2023-02-13,9,465.41,5584.92,596,1,0,33.9,3.0,1466.04,1,2023-05-21
NX-02495,Business Line of Credit,Wales,Direct,2024-04-27,2,372.19,4466.22,727,1,1,57.2,6.8,4038.21,0,
NX-02496,Business Line of Credit,London,Partnership,2024-03-29,53,503.39,6040.74,579,2,1,12.3,2.0,14976.0,0,
NX-02497,Business Line of Credit,London,Partnership,2024-02-02,2,346.3,4155.55,702,1,0,52.9,2.3,4848.14,0,
NX-02498,Mortgage Refinance,London,Organic Search,2023-05-12,9,609.56,7314.72,819,1,0,21.1,5.9,9813.91,0,
NX-02499,Mortgage Refinance,London,Paid Ads,2024-05-07,6,383.98,4607.79,709,2,2,45.9,4.2,4300.61,0,
